date,time,road,speed,max_speed,speed_ratio
15,20,3500007900-3500008000,40,60,0.67
15,21,3500007900-3500008000,42,60,0.7
15,22,3500007900-3500008000,49,60,0.82
15,23,3500007900-3500008000,56,60,0.93
16,0,3500007500-3500007900,43,60,0.72
16,1,3500007500-3500007900,40,60,0.67
16,2,3500007500-3500007900,44,60,0.73
16,3,3500007500-3500007900,42,60,0.7
16,4,3500007500-3500007900,41,60,0.68
16,5,3500007500-3500007900,38,60,0.63
16,6,3500007500-3500007900,37,60,0.62
16,7,3500007500-3500007900,31,60,0.52
16,8,3500007500-3500007900,27,60,0.45
16,9,3500007500-3500007900,31,60,0.52
16,10,3500007500-3500007900,33,60,0.55
16,11,3500007500-3500007900,33,60,0.55
16,12,3500007500-3500007900,32,60,0.53
16,13,3500007500-3500007900,31,60,0.52
16,14,3500007500-3500007900,0,60,0.0
16,15,3500007500-3500007900,29,60,0.48
16,16,3500007500-3500007900,26,60,0.43
16,17,3500007500-3500007900,28,60,0.47
16,18,3500007500-3500007900,30,60,0.5
16,19,3500007500-3500007900,37,60,0.62
16,20,3500007500-3500007900,37,60,0.62
16,21,3500007500-3500007900,39,60,0.65
16,22,3500007500-3500007900,49,60,0.82
16,23,3500007500-3500007900,51,60,0.85
16,0,3500007900-3500008000,43,60,0.72
16,1,3500007900-3500008000,40,60,0.67
16,2,3500007900-3500008000,44,60,0.73
16,3,3500007900-3500008000,42,60,0.7
16,4,3500007900-3500008000,41,60,0.68
16,5,3500007900-3500008000,38,60,0.63
16,6,3500007900-3500008000,37,60,0.62
16,7,3500007900-3500008000,31,60,0.52
16,8,3500007900-3500008000,27,60,0.45
16,9,3500007900-3500008000,31,60,0.52
16,10,3500007900-3500008000,33,60,0.55
16,11,3500007900-3500008000,33,60,0.55
16,12,3500007900-3500008000,32,60,0.53
16,13,3500007900-3500008000,31,60,0.52
16,14,3500007900-3500008000,0,60,0.0
16,15,3500007900-3500008000,29,60,0.48
16,16,3500007900-3500008000,26,60,0.43
16,17,3500007900-3500008000,28,60,0.47
16,18,3500007900-3500008000,30,60,0.5
16,19,3500007900-3500008000,37,60,0.62
16,20,3500007900-3500008000,37,60,0.62
16,21,3500007900-3500008000,39,60,0.65
16,22,3500007900-3500008000,49,60,0.82
16,23,3500007900-3500008000,51,60,0.85
17,0,3500007500-3500007900,45,60,0.75
17,1,3500007500-3500007900,42,60,0.7
17,2,3500007500-3500007900,42,60,0.7
17,3,3500007500-3500007900,47,60,0.78
17,4,3500007500-3500007900,42,60,0.7
17,5,3500007500-3500007900,38,60,0.63
17,6,3500007500-3500007900,37,60,0.62
17,7,3500007500-3500007900,32,60,0.53
17,8,3500007500-3500007900,30,60,0.5
17,9,3500007500-3500007900,31,60,0.52
17,10,3500007500-3500007900,31,60,0.52
17,11,3500007500-3500007900,32,60,0.53
17,12,3500007500-3500007900,31,60,0.52
17,13,3500007500-3500007900,31,60,0.52
17,14,3500007500-3500007900,0,60,0.0
17,15,3500007500-3500007900,28,60,0.47
17,16,3500007500-3500007900,28,60,0.47
17,17,3500007500-3500007900,28,60,0.47
17,18,3500007500-3500007900,28,60,0.47
17,19,3500007500-3500007900,36,60,0.6
17,20,3500007500-3500007900,40,60,0.67
17,21,3500007500-3500007900,41,60,0.68
17,22,3500007500-3500007900,50,60,0.83
17,23,3500007500-3500007900,57,60,0.95
17,0,3500007900-3500008000,45,60,0.75
17,1,3500007900-3500008000,42,60,0.7
17,2,3500007900-3500008000,42,60,0.7
17,3,3500007900-3500008000,47,60,0.78
17,4,3500007900-3500008000,42,60,0.7
17,5,3500007900-3500008000,38,60,0.63
17,6,3500007900-3500008000,37,60,0.62
17,7,3500007900-3500008000,32,60,0.53
17,8,3500007900-3500008000,30,60,0.5
17,9,3500007900-3500008000,31,60,0.52
17,10,3500007900-3500008000,31,60,0.52
17,11,3500007900-3500008000,32,60,0.53
17,12,3500007900-3500008000,31,60,0.52
17,13,3500007900-3500008000,31,60,0.52
17,14,3500007900-3500008000,0,60,0.0
17,15,3500007900-3500008000,28,60,0.47
17,16,3500007900-3500008000,28,60,0.47
17,17,3500007900-3500008000,28,60,0.47
17,18,3500007900-3500008000,28,60,0.47
17,19,3500007900-3500008000,36,60,0.6
17,20,3500007900-3500008000,40,60,0.67
17,21,3500007900-3500008000,41,60,0.68
17,22,3500007900-3500008000,50,60,0.83
17,23,3500007900-3500008000,57,60,0.95
18,0,3500007500-3500007900,45,60,0.75
18,1,3500007500-3500007900,43,60,0.72
18,2,3500007500-3500007900,45,60,0.75
18,3,3500007500-3500007900,46,60,0.77
18,4,3500007500-3500007900,41,60,0.68
18,5,3500007500-3500007900,39,60,0.65
18,6,3500007500-3500007900,38,60,0.63
18,7,3500007500-3500007900,32,60,0.53
18,8,3500007500-3500007900,29,60,0.48
18,9,3500007500-3500007900,31,60,0.52
18,10,3500007500-3500007900,32,60,0.53
18,11,3500007500-3500007900,33,60,0.55
18,12,3500007500-3500007900,31,60,0.52
18,13,3500007500-3500007900,31,60,0.52
18,14,3500007500-3500007900,0,60,0.0
18,15,3500007500-3500007900,29,60,0.48
18,16,3500007500-3500007900,28,60,0.47
18,17,3500007500-3500007900,27,60,0.45
18,18,3500007500-3500007900,30,60,0.5
18,19,3500007500-3500007900,36,60,0.6
18,20,3500007500-3500007900,40,60,0.67
18,21,3500007500-3500007900,40,60,0.67
18,22,3500007500-3500007900,52,60,0.87
18,23,3500007500-3500007900,61,60,1.02
18,0,3500007900-3500008000,45,60,0.75
18,1,3500007900-3500008000,43,60,0.72
18,2,3500007900-3500008000,45,60,0.75
18,3,3500007900-3500008000,46,60,0.77
18,4,3500007900-3500008000,41,60,0.68
18,5,3500007900-3500008000,39,60,0.65
18,6,3500007900-3500008000,38,60,0.63
18,7,3500007900-3500008000,32,60,0.53
18,8,3500007900-3500008000,29,60,0.48
18,9,3500007900-3500008000,31,60,0.52
18,10,3500007900-3500008000,32,60,0.53
18,11,3500007900-3500008000,33,60,0.55
18,12,3500007900-3500008000,31,60,0.52
18,13,3500007900-3500008000,31,60,0.52
18,14,3500007900-3500008000,0,60,0.0
18,15,3500007900-3500008000,29,60,0.48
18,16,3500007900-3500008000,28,60,0.47
18,17,3500007900-3500008000,27,60,0.45
18,18,3500007900-3500008000,30,60,0.5
18,19,3500007900-3500008000,36,60,0.6
18,20,3500007900-3500008000,40,60,0.67
18,21,3500007900-3500008000,40,60,0.67
18,22,3500007900-3500008000,52,60,0.87
18,23,3500007900-3500008000,61,60,1.02
19,0,3500007500-3500007900,49,60,0.82
19,1,3500007500-3500007900,41,60,0.68
19,2,3500007500-3500007900,44,60,0.73
19,3,3500007500-3500007900,46,60,0.77
19,4,3500007500-3500007900,40,60,0.67
19,5,3500007500-3500007900,39,60,0.65
19,6,3500007500-3500007900,37,60,0.62
19,7,3500007500-3500007900,31,60,0.52
19,8,3500007500-3500007900,28,60,0.47
19,9,3500007500-3500007900,33,60,0.55
19,10,3500007500-3500007900,33,60,0.55
19,11,3500007500-3500007900,31,60,0.52
19,12,3500007500-3500007900,30,60,0.5
19,13,3500007500-3500007900,30,60,0.5
19,14,3500007500-3500007900,0,60,0.0
19,15,3500007500-3500007900,25,60,0.42
19,16,3500007500-3500007900,24,60,0.4
19,17,3500007500-3500007900,24,60,0.4
19,18,3500007500-3500007900,28,60,0.47
19,19,3500007500-3500007900,35,60,0.58
19,20,3500007500-3500007900,40,60,0.67
19,21,3500007500-3500007900,42,60,0.7
19,22,3500007500-3500007900,54,60,0.9
19,23,3500007500-3500007900,56,60,0.93
19,0,3500007900-3500008000,49,60,0.82
19,1,3500007900-3500008000,41,60,0.68
19,2,3500007900-3500008000,44,60,0.73
19,3,3500007900-3500008000,46,60,0.77
19,4,3500007900-3500008000,40,60,0.67
19,5,3500007900-3500008000,39,60,0.65
19,6,3500007900-3500008000,37,60,0.62
19,7,3500007900-3500008000,31,60,0.52
19,8,3500007900-3500008000,28,60,0.47
19,9,3500007900-3500008000,33,60,0.55
19,10,3500007900-3500008000,33,60,0.55
19,11,3500007900-3500008000,31,60,0.52
19,12,3500007900-3500008000,30,60,0.5
19,13,3500007900-3500008000,30,60,0.5
19,14,3500007900-3500008000,0,60,0.0
19,15,3500007900-3500008000,25,60,0.42
19,16,3500007900-3500008000,24,60,0.4
19,17,3500007900-3500008000,24,60,0.4
19,18,3500007900-3500008000,28,60,0.47
19,19,3500007900-3500008000,35,60,0.58
19,20,3500007900-3500008000,40,60,0.67
19,21,3500007900-3500008000,42,60,0.7
19,22,3500007900-3500008000,54,60,0.9
19,23,3500007900-3500008000,56,60,0.93
20,0,3500007500-3500007900,45,60,0.75
20,1,3500007500-3500007900,41,60,0.68
20,2,3500007500-3500007900,44,60,0.73
20,3,3500007500-3500007900,48,60,0.8
20,4,3500007500-3500007900,48,60,0.8
20,5,3500007500-3500007900,53,60,0.88
20,6,3500007500-3500007900,42,60,0.7
20,7,3500007500-3500007900,35,60,0.58
20,8,3500007500-3500007900,34,60,0.57
20,9,3500007500-3500007900,33,60,0.55
20,10,3500007500-3500007900,32,60,0.53
20,11,3500007500-3500007900,27,60,0.45
20,12,3500007500-3500007900,26,60,0.43
20,13,3500007500-3500007900,27,60,0.45
20,14,3500007500-3500007900,0,60,0.0
20,15,3500007500-3500007900,29,60,0.48
20,16,3500007500-3500007900,27,60,0.45
20,17,3500007500-3500007900,29,60,0.48
20,18,3500007500-3500007900,32,60,0.53
20,19,3500007500-3500007900,38,60,0.63
20,20,3500007500-3500007900,39,60,0.65
20,21,3500007500-3500007900,46,60,0.77
20,22,3500007500-3500007900,53,60,0.88
20,23,3500007500-3500007900,52,60,0.87
20,0,3500007900-3500008000,45,60,0.75
20,1,3500007900-3500008000,41,60,0.68
20,2,3500007900-3500008000,44,60,0.73
20,3,3500007900-3500008000,48,60,0.8
20,4,3500007900-3500008000,48,60,0.8
20,5,3500007900-3500008000,53,60,0.88
20,6,3500007900-3500008000,42,60,0.7
20,7,3500007900-3500008000,35,60,0.58
20,8,3500007900-3500008000,34,60,0.57
20,9,3500007900-3500008000,33,60,0.55
20,10,3500007900-3500008000,32,60,0.53
20,11,3500007900-3500008000,27,60,0.45
20,12,3500007900-3500008000,26,60,0.43
20,13,3500007900-3500008000,27,60,0.45
20,14,3500007900-3500008000,0,60,0.0
20,15,3500007900-3500008000,29,60,0.48
20,16,3500007900-3500008000,27,60,0.45
20,17,3500007900-3500008000,29,60,0.48
20,18,3500007900-3500008000,32,60,0.53
20,19,3500007900-3500008000,38,60,0.63
20,20,3500007900-3500008000,39,60,0.65
20,21,3500007900-3500008000,46,60,0.77
20,22,3500007900-3500008000,53,60,0.88
20,23,3500007900-3500008000,52,60,0.87
21,0,3500007500-3500007900,60,60,1.0
21,1,3500007500-3500007900,68,60,1.13
21,2,3500007500-3500007900,49,60,0.82
21,3,3500007500-3500007900,40,60,0.67
21,4,3500007500-3500007900,40,60,0.67
21,5,3500007500-3500007900,42,60,0.7
21,6,3500007500-3500007900,37,60,0.62
21,7,3500007500-3500007900,39,60,0.65
21,8,3500007500-3500007900,38,60,0.63
21,9,3500007500-3500007900,36,60,0.6
21,10,3500007500-3500007900,35,60,0.58
21,11,3500007500-3500007900,33,60,0.55
21,12,3500007500-3500007900,31,60,0.52
21,13,3500007500-3500007900,31,60,0.52
21,14,3500007500-3500007900,0,60,0.0
21,15,3500007500-3500007900,30,60,0.5
21,16,3500007500-3500007900,29,60,0.48
21,17,3500007500-3500007900,29,60,0.48
21,18,3500007500-3500007900,32,60,0.53
21,19,3500007500-3500007900,38,60,0.63
21,20,3500007500-3500007900,36,60,0.6
21,21,3500007500-3500007900,43,60,0.72
21,22,3500007500-3500007900,55,60,0.92
21,23,3500007500-3500007900,63,60,1.05
21,0,3500007900-3500008000,60,60,1.0
21,1,3500007900-3500008000,68,60,1.13
21,2,3500007900-3500008000,49,60,0.82
21,3,3500007900-3500008000,40,60,0.67
21,4,3500007900-3500008000,40,60,0.67
21,5,3500007900-3500008000,42,60,0.7
21,6,3500007900-3500008000,37,60,0.62
21,7,3500007900-3500008000,39,60,0.65
21,8,3500007900-3500008000,38,60,0.63
21,9,3500007900-3500008000,36,60,0.6
21,10,3500007900-3500008000,35,60,0.58
21,11,3500007900-3500008000,33,60,0.55
21,12,3500007900-3500008000,31,60,0.52
21,13,3500007900-3500008000,31,60,0.52
21,14,3500007900-3500008000,0,60,0.0
21,15,3500007900-3500008000,30,60,0.5
21,16,3500007900-3500008000,29,60,0.48
21,17,3500007900-3500008000,29,60,0.48
21,18,3500007900-3500008000,32,60,0.53
21,19,3500007900-3500008000,38,60,0.63
21,20,3500007900-3500008000,36,60,0.6
21,21,3500007900-3500008000,43,60,0.72
21,22,3500007900-3500008000,55,60,0.92
21,23,3500007900-3500008000,63,60,1.05
22,0,3500007500-3500007900,46,60,0.77
22,1,3500007500-3500007900,42,60,0.7
22,2,3500007500-3500007900,46,60,0.77
22,3,3500007500-3500007900,48,60,0.8
22,4,3500007500-3500007900,40,60,0.67
22,5,3500007500-3500007900,37,60,0.62
22,6,3500007500-3500007900,38,60,0.63
22,7,3500007500-3500007900,32,60,0.53
22,8,3500007500-3500007900,29,60,0.48
22,9,3500007500-3500007900,30,60,0.5
22,10,3500007500-3500007900,32,60,0.53
22,11,3500007500-3500007900,32,60,0.53
22,12,3500007500-3500007900,30,60,0.5
22,13,3500007500-3500007900,32,60,0.53
22,14,3500007500-3500007900,0,60,0.0
22,15,3500007500-3500007900,29,60,0.48
22,16,3500007500-3500007900,28,60,0.47
22,17,3500007500-3500007900,23,60,0.38
22,18,3500007500-3500007900,21,60,0.35
22,19,3500007500-3500007900,35,60,0.58
22,20,3500007500-3500007900,39,60,0.65
22,21,3500007500-3500007900,45,60,0.75
22,22,3500007500-3500007900,58,60,0.97
22,23,3500007500-3500007900,65,60,1.08
22,0,3500007900-3500008000,46,60,0.77
22,1,3500007900-3500008000,42,60,0.7
22,2,3500007900-3500008000,46,60,0.77
22,3,3500007900-3500008000,48,60,0.8
22,4,3500007900-3500008000,40,60,0.67
22,5,3500007900-3500008000,37,60,0.62
22,6,3500007900-3500008000,38,60,0.63
22,7,3500007900-3500008000,32,60,0.53
22,8,3500007900-3500008000,29,60,0.48
22,9,3500007900-3500008000,30,60,0.5
22,10,3500007900-3500008000,32,60,0.53
22,11,3500007900-3500008000,32,60,0.53
22,12,3500007900-3500008000,30,60,0.5
22,13,3500007900-3500008000,32,60,0.53
22,14,3500007900-3500008000,0,60,0.0
22,15,3500007900-3500008000,29,60,0.48
22,16,3500007900-3500008000,28,60,0.47
22,17,3500007900-3500008000,23,60,0.38
22,18,3500007900-3500008000,21,60,0.35
22,19,3500007900-3500008000,35,60,0.58
22,20,3500007900-3500008000,39,60,0.65
22,21,3500007900-3500008000,45,60,0.75
22,22,3500007900-3500008000,58,60,0.97
22,23,3500007900-3500008000,65,60,1.08
23,0,3500007500-3500007900,49,60,0.82
23,1,3500007500-3500007900,41,60,0.68
23,2,3500007500-3500007900,43,60,0.72
23,3,3500007500-3500007900,48,60,0.8
23,4,3500007500-3500007900,51,60,0.85
23,5,3500007500-3500007900,52,60,0.87
23,6,3500007500-3500007900,38,60,0.63
23,7,3500007500-3500007900,32,60,0.53
23,8,3500007500-3500007900,30,60,0.5
23,9,3500007500-3500007900,33,60,0.55
23,10,3500007500-3500007900,31,60,0.52
23,11,3500007500-3500007900,32,60,0.53
23,12,3500007500-3500007900,31,60,0.52
23,13,3500007500-3500007900,31,60,0.52
23,14,3500007500-3500007900,0,60,0.0
23,15,3500007500-3500007900,30,60,0.5
23,16,3500007500-3500007900,27,60,0.45
23,17,3500007500-3500007900,26,60,0.43
23,18,3500007500-3500007900,28,60,0.47
23,19,3500007500-3500007900,35,60,0.58
23,20,3500007500-3500007900,41,60,0.68
23,21,3500007500-3500007900,42,60,0.7
23,22,3500007500-3500007900,54,60,0.9
23,23,3500007500-3500007900,66,60,1.1
23,0,3500007900-3500008000,49,60,0.82
23,1,3500007900-3500008000,41,60,0.68
23,2,3500007900-3500008000,43,60,0.72
23,3,3500007900-3500008000,48,60,0.8
23,4,3500007900-3500008000,51,60,0.85
23,5,3500007900-3500008000,52,60,0.87
23,6,3500007900-3500008000,38,60,0.63
23,7,3500007900-3500008000,32,60,0.53
23,8,3500007900-3500008000,30,60,0.5
23,9,3500007900-3500008000,33,60,0.55
23,10,3500007900-3500008000,31,60,0.52
23,11,3500007900-3500008000,32,60,0.53
23,12,3500007900-3500008000,31,60,0.52
23,13,3500007900-3500008000,31,60,0.52
23,14,3500007900-3500008000,0,60,0.0
23,15,3500007900-3500008000,30,60,0.5
23,16,3500007900-3500008000,27,60,0.45
23,17,3500007900-3500008000,26,60,0.43
23,18,3500007900-3500008000,28,60,0.47
23,19,3500007900-3500008000,35,60,0.58
23,20,3500007900-3500008000,41,60,0.68
23,21,3500007900-3500008000,42,60,0.7
23,22,3500007900-3500008000,54,60,0.9
23,23,3500007900-3500008000,66,60,1.1
24,0,3500007500-3500007900,63,60,1.05
24,1,3500007500-3500007900,73,60,1.22
24,2,3500007500-3500007900,58,60,0.97
24,3,3500007500-3500007900,46,60,0.77
24,4,3500007500-3500007900,44,60,0.73
24,5,3500007500-3500007900,50,60,0.83
24,6,3500007500-3500007900,45,60,0.75
24,7,3500007500-3500007900,42,60,0.7
24,8,3500007500-3500007900,31,60,0.52
24,9,3500007500-3500007900,31,60,0.52
24,10,3500007500-3500007900,33,60,0.55
24,11,3500007500-3500007900,29,60,0.48
24,12,3500007500-3500007900,30,60,0.5
24,13,3500007500-3500007900,29,60,0.48
24,14,3500007500-3500007900,0,60,0.0
24,15,3500007500-3500007900,30,60,0.5
24,16,3500007500-3500007900,28,60,0.47
24,17,3500007500-3500007900,27,60,0.45
24,18,3500007500-3500007900,29,60,0.48
24,19,3500007500-3500007900,33,60,0.55
24,20,3500007500-3500007900,35,60,0.58
24,21,3500007500-3500007900,36,60,0.6
24,22,3500007500-3500007900,44,60,0.73
24,23,3500007500-3500007900,53,60,0.88
24,0,3500007900-3500008000,63,60,1.05
24,1,3500007900-3500008000,73,60,1.22
24,2,3500007900-3500008000,58,60,0.97
24,3,3500007900-3500008000,46,60,0.77
24,4,3500007900-3500008000,44,60,0.73
24,5,3500007900-3500008000,50,60,0.83
24,6,3500007900-3500008000,45,60,0.75
24,7,3500007900-3500008000,42,60,0.7
24,8,3500007900-3500008000,31,60,0.52
24,9,3500007900-3500008000,31,60,0.52
24,10,3500007900-3500008000,33,60,0.55
24,11,3500007900-3500008000,29,60,0.48
24,12,3500007900-3500008000,30,60,0.5
24,13,3500007900-3500008000,29,60,0.48
24,14,3500007900-3500008000,0,60,0.0
24,15,3500007900-3500008000,30,60,0.5
24,16,3500007900-3500008000,28,60,0.47
24,17,3500007900-3500008000,27,60,0.45
24,18,3500007900-3500008000,29,60,0.48
24,19,3500007900-3500008000,33,60,0.55
24,20,3500007900-3500008000,35,60,0.58
24,21,3500007900-3500008000,36,60,0.6
24,22,3500007900-3500008000,44,60,0.73
24,23,3500007900-3500008000,53,60,0.88
25,0,3500007500-3500007900,55,60,0.92
25,1,3500007500-3500007900,60,60,1.0
25,2,3500007500-3500007900,65,60,1.08
25,3,3500007500-3500007900,72,60,1.2
25,4,3500007500-3500007900,39,60,0.65
25,5,3500007500-3500007900,39,60,0.65
25,6,3500007500-3500007900,36,60,0.6
25,7,3500007500-3500007900,33,60,0.55
25,8,3500007500-3500007900,31,60,0.52
25,9,3500007500-3500007900,33,60,0.55
25,10,3500007500-3500007900,32,60,0.53
25,11,3500007500-3500007900,32,60,0.53
25,12,3500007500-3500007900,31,60,0.52
25,13,3500007500-3500007900,31,60,0.52
25,14,3500007500-3500007900,0,60,0.0
25,15,3500007500-3500007900,28,60,0.47
25,16,3500007500-3500007900,28,60,0.47
25,17,3500007500-3500007900,27,60,0.45
25,18,3500007500-3500007900,27,60,0.45
25,19,3500007500-3500007900,38,60,0.63
25,20,3500007500-3500007900,41,60,0.68
25,21,3500007500-3500007900,46,60,0.77
25,22,3500007500-3500007900,57,60,0.95
25,23,3500007500-3500007900,69,60,1.15
25,0,3500007900-3500008000,55,60,0.92
25,1,3500007900-3500008000,60,60,1.0
25,2,3500007900-3500008000,65,60,1.08
25,3,3500007900-3500008000,72,60,1.2
25,4,3500007900-3500008000,39,60,0.65
25,5,3500007900-3500008000,39,60,0.65
25,6,3500007900-3500008000,36,60,0.6
25,7,3500007900-3500008000,33,60,0.55
25,8,3500007900-3500008000,31,60,0.52
25,9,3500007900-3500008000,33,60,0.55
25,10,3500007900-3500008000,32,60,0.53
25,11,3500007900-3500008000,32,60,0.53
25,12,3500007900-3500008000,31,60,0.52
25,13,3500007900-3500008000,31,60,0.52
25,14,3500007900-3500008000,0,60,0.0
25,15,3500007900-3500008000,28,60,0.47
25,16,3500007900-3500008000,28,60,0.47
25,17,3500007900-3500008000,27,60,0.45
25,18,3500007900-3500008000,27,60,0.45
25,19,3500007900-3500008000,38,60,0.63
25,20,3500007900-3500008000,41,60,0.68
25,21,3500007900-3500008000,46,60,0.77
25,22,3500007900-3500008000,57,60,0.95
25,23,3500007900-3500008000,69,60,1.15
26,0,3500007500-3500007900,53,60,0.88
26,1,3500007500-3500007900,41,60,0.68
26,2,3500007500-3500007900,47,60,0.78
26,3,3500007500-3500007900,52,60,0.87
26,4,3500007500-3500007900,44,60,0.73
26,5,3500007500-3500007900,38,60,0.63
26,6,3500007500-3500007900,35,60,0.58
26,7,3500007500-3500007900,32,60,0.53
26,8,3500007500-3500007900,31,60,0.52
26,9,3500007500-3500007900,31,60,0.52
26,10,3500007500-3500007900,32,60,0.53
26,11,3500007500-3500007900,32,60,0.53
26,12,3500007500-3500007900,31,60,0.52
26,13,3500007500-3500007900,31,60,0.52
26,14,3500007500-3500007900,0,60,0.0
26,15,3500007500-3500007900,26,60,0.43
26,16,3500007500-3500007900,22,60,0.37
26,17,3500007500-3500007900,25,60,0.42
26,18,3500007500-3500007900,28,60,0.47
26,19,3500007500-3500007900,38,60,0.63
26,20,3500007500-3500007900,44,60,0.73
26,21,3500007500-3500007900,45,60,0.75
26,22,3500007500-3500007900,59,60,0.98
26,23,3500007500-3500007900,69,60,1.15
26,0,3500007900-3500008000,53,60,0.88
26,1,3500007900-3500008000,41,60,0.68
26,2,3500007900-3500008000,47,60,0.78
26,3,3500007900-3500008000,52,60,0.87
26,4,3500007900-3500008000,44,60,0.73
26,5,3500007900-3500008000,38,60,0.63
26,6,3500007900-3500008000,35,60,0.58
26,7,3500007900-3500008000,32,60,0.53
26,8,3500007900-3500008000,31,60,0.52
26,9,3500007900-3500008000,31,60,0.52
26,10,3500007900-3500008000,32,60,0.53
26,11,3500007900-3500008000,32,60,0.53
26,12,3500007900-3500008000,31,60,0.52
26,13,3500007900-3500008000,31,60,0.52
26,14,3500007900-3500008000,0,60,0.0
26,15,3500007900-3500008000,26,60,0.43
26,16,3500007900-3500008000,22,60,0.37
26,17,3500007900-3500008000,25,60,0.42
26,18,3500007900-3500008000,28,60,0.47
26,19,3500007900-3500008000,38,60,0.63
26,20,3500007900-3500008000,44,60,0.73
26,21,3500007900-3500008000,45,60,0.75
26,22,3500007900-3500008000,59,60,0.98
26,23,3500007900-3500008000,69,60,1.15
27,0,3500007500-3500007900,52,60,0.87
27,1,3500007500-3500007900,40,60,0.67
27,2,3500007500-3500007900,44,60,0.73
27,3,3500007500-3500007900,47,60,0.78
27,4,3500007500-3500007900,50,60,0.83
27,5,3500007500-3500007900,58,60,0.97
27,6,3500007500-3500007900,44,60,0.73
27,7,3500007500-3500007900,33,60,0.55
27,8,3500007500-3500007900,33,60,0.55
27,9,3500007500-3500007900,32,60,0.53
27,10,3500007500-3500007900,32,60,0.53
27,11,3500007500-3500007900,29,60,0.48
27,12,3500007500-3500007900,27,60,0.45
27,13,3500007500-3500007900,26,60,0.43
27,14,3500007500-3500007900,0,60,0.0
27,15,3500007500-3500007900,30,60,0.5
27,16,3500007500-3500007900,29,60,0.48
27,17,3500007500-3500007900,31,60,0.52
27,18,3500007500-3500007900,33,60,0.55
27,19,3500007500-3500007900,35,60,0.58
27,20,3500007500-3500007900,41,60,0.68
27,21,3500007500-3500007900,43,60,0.72
27,22,3500007500-3500007900,55,60,0.92
27,23,3500007500-3500007900,59,60,0.98
27,0,3500007900-3500008000,52,60,0.87
27,1,3500007900-3500008000,40,60,0.67
27,2,3500007900-3500008000,44,60,0.73
27,3,3500007900-3500008000,47,60,0.78
27,4,3500007900-3500008000,50,60,0.83
27,5,3500007900-3500008000,58,60,0.97
27,6,3500007900-3500008000,44,60,0.73
27,7,3500007900-3500008000,33,60,0.55
27,8,3500007900-3500008000,33,60,0.55
27,9,3500007900-3500008000,32,60,0.53
27,10,3500007900-3500008000,32,60,0.53
27,11,3500007900-3500008000,29,60,0.48
27,12,3500007900-3500008000,27,60,0.45
27,13,3500007900-3500008000,26,60,0.43
27,14,3500007900-3500008000,0,60,0.0
27,15,3500007900-3500008000,30,60,0.5
27,16,3500007900-3500008000,29,60,0.48
27,17,3500007900-3500008000,31,60,0.52
27,18,3500007900-3500008000,33,60,0.55
27,19,3500007900-3500008000,35,60,0.58
27,20,3500007900-3500008000,41,60,0.68
27,21,3500007900-3500008000,43,60,0.72
27,22,3500007900-3500008000,55,60,0.92
27,23,3500007900-3500008000,59,60,0.98
28,0,3500007500-3500007900,66,60,1.1
28,1,3500007500-3500007900,75,60,1.25
28,2,3500007500-3500007900,74,60,1.23
28,3,3500007500-3500007900,42,60,0.7
28,4,3500007500-3500007900,43,60,0.72
28,5,3500007500-3500007900,38,60,0.63
28,6,3500007500-3500007900,38,60,0.63
28,7,3500007500-3500007900,38,60,0.63
28,8,3500007500-3500007900,38,60,0.63
28,9,3500007500-3500007900,37,60,0.62
28,10,3500007500-3500007900,35,60,0.58
28,11,3500007500-3500007900,32,60,0.53
28,12,3500007500-3500007900,32,60,0.53
28,13,3500007500-3500007900,31,60,0.52
28,14,3500007500-3500007900,0,60,0.0
28,15,3500007500-3500007900,30,60,0.5
28,16,3500007500-3500007900,28,60,0.47
28,17,3500007500-3500007900,30,60,0.5
28,18,3500007500-3500007900,32,60,0.53
28,19,3500007500-3500007900,35,60,0.58
28,20,3500007500-3500007900,38,60,0.63
28,21,3500007500-3500007900,42,60,0.7
28,22,3500007500-3500007900,60,60,1.0
28,23,3500007500-3500007900,74,60,1.23
28,0,3500007900-3500008000,66,60,1.1
28,1,3500007900-3500008000,75,60,1.25
28,2,3500007900-3500008000,74,60,1.23
28,3,3500007900-3500008000,42,60,0.7
28,4,3500007900-3500008000,43,60,0.72
28,5,3500007900-3500008000,38,60,0.63
28,6,3500007900-3500008000,38,60,0.63
28,7,3500007900-3500008000,38,60,0.63
28,8,3500007900-3500008000,38,60,0.63
28,9,3500007900-3500008000,37,60,0.62
28,10,3500007900-3500008000,35,60,0.58
28,11,3500007900-3500008000,32,60,0.53
28,12,3500007900-3500008000,32,60,0.53
28,13,3500007900-3500008000,31,60,0.52
28,14,3500007900-3500008000,0,60,0.0
28,15,3500007900-3500008000,30,60,0.5
28,16,3500007900-3500008000,28,60,0.47
28,17,3500007900-3500008000,30,60,0.5
28,18,3500007900-3500008000,32,60,0.53
28,19,3500007900-3500008000,35,60,0.58
28,20,3500007900-3500008000,38,60,0.63
28,21,3500007900-3500008000,42,60,0.7
28,22,3500007900-3500008000,60,60,1.0
28,23,3500007900-3500008000,74,60,1.23
29,0,3500007500-3500007900,56,60,0.93
29,1,3500007500-3500007900,41,60,0.68
29,2,3500007500-3500007900,43,60,0.72
29,3,3500007500-3500007900,49,60,0.82
29,4,3500007500-3500007900,52,60,0.87
29,5,3500007500-3500007900,53,60,0.88
29,6,3500007500-3500007900,58,60,0.97
